# cum_return=0.040688	ann_return=0.082183	sharpe=0.343108	max_dd=0.163753	n_days=189	daily_mean=0.000326	daily_std=0.015089
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2025-07-01	10000.0000	0.0000
2025-07-02	9214.6100	-785.3900
2025-07-03	9236.2100	21.6000
2025-07-07	9286.0700	49.8600
2025-07-08	9250.2000	-35.8700
2025-07-09	9294.8550	44.6550
2025-07-10	9247.8050	-47.0500
2025-07-11	9180.1300	-67.6750
2025-07-14	9103.4100	-76.7200
2025-07-15	8877.1000	-226.3100
2025-07-16	8779.3900	-97.7100
2025-07-17	8777.5900	-1.8000
2025-07-18	8912.7700	135.1800
2025-07-21	9007.3450	94.5750
2025-07-22	9041.1050	33.7600
2025-07-23	8957.1850	-83.9200
2025-07-24	8888.4400	-68.7450
2025-07-25	8831.4750	-56.9650
2025-07-28	8571.7100	-259.7650
2025-07-29	8404.1600	-167.5500
2025-07-30	8362.4700	-41.6900
2025-07-31	8647.4800	285.0100
2025-08-01	8811.0000	163.5200
2025-08-04	8816.8800	5.8800
2025-08-05	8822.3100	5.4300
2025-08-06	8895.0350	72.7250
2025-08-07	8744.7700	-150.2650
2025-08-08	8830.4200	85.6500
2025-08-11	8922.9800	92.5600
2025-08-12	9077.9000	154.9200
2025-08-13	9066.3000	-11.6000
2025-08-14	9214.1950	147.8950
2025-08-15	9203.6900	-10.5050
2025-08-18	9221.6400	17.9500
2025-08-19	9449.4400	227.8000
2025-08-20	9455.3200	5.8800
2025-08-21	9449.0400	-6.2800
2025-08-22	9474.5600	25.5200
2025-08-25	9459.5900	-14.9700
2025-08-26	9452.1500	-7.4400
2025-08-27	9538.7050	86.5550
2025-08-28	9517.3050	-21.4000
2025-08-29	9502.7250	-14.5800
2025-09-02	9564.9250	62.2000
2025-09-03	9413.6150	-151.3100
2025-09-04	9417.9250	4.3100
2025-09-05	9718.0200	300.0950
2025-09-08	9712.5450	-5.4750
2025-09-09	9786.5600	74.0150
2025-09-10	9872.9550	86.3950
2025-09-11	10133.5600	260.6050
2025-09-12	10111.5650	-21.9950
2025-09-15	9970.2650	-141.3000
2025-09-16	9913.5600	-56.7050
2025-09-17	9910.6800	-2.8800
2025-09-18	9963.4650	52.7850
2025-09-19	10026.1900	62.7250
2025-09-22	10106.4500	80.2600
2025-09-23	9961.4700	-144.9800
2025-09-24	10072.0400	110.5700
2025-09-25	10058.2450	-13.7950
2025-09-26	10036.1200	-22.1250
2025-09-29	10168.1650	132.0450
2025-09-30	10281.7750	113.6100
2025-10-01	10216.1250	-65.6500
2025-10-02	10152.0050	-64.1200
2025-10-03	10136.0250	-15.9800
2025-10-06	9871.9950	-264.0300
2025-10-07	9908.3600	36.3650
2025-10-08	9645.8000	-262.5600
2025-10-09	9755.6900	109.8900
2025-10-10	9790.9100	35.2200
2025-10-13	9850.6450	59.7350
2025-10-14	9657.4550	-193.1900
2025-10-15	9281.8050	-375.6500
2025-10-16	9405.5250	123.7200
2025-10-17	9364.4550	-41.0700
2025-10-20	9212.7150	-151.7400
2025-10-21	9340.1200	127.4050
2025-10-22	9417.8950	77.7750
2025-10-23	9319.4500	-98.4450
2025-10-24	9030.7050	-288.7450
2025-10-27	8885.1100	-145.5950
2025-10-28	9092.4300	207.3200
2025-10-29	9381.6050	289.1750
2025-10-30	9282.9850	-98.6200
2025-10-31	9336.1850	53.2000
2025-11-03	9262.2300	-73.9550
2025-11-04	9518.9650	256.7350
2025-11-05	9340.0950	-178.8700
2025-11-06	9520.3350	180.2400
2025-11-07	9576.6200	56.2850
2025-11-10	9434.9900	-141.6300
2025-11-11	9372.2350	-62.7550
2025-11-12	9239.4200	-132.8150
2025-11-13	9360.0200	120.6000
2025-11-14	9449.7700	89.7500
2025-11-17	9385.8450	-63.9250
2025-11-18	9373.5800	-12.2650
2025-11-19	9421.6400	48.0600
2025-11-20	9550.5700	128.9300
2025-11-21	9478.5800	-71.9900
2025-11-24	9370.5400	-108.0400
2025-11-25	9429.8750	59.3350
2025-11-26	9323.7450	-106.1300
2025-11-28	9256.9800	-66.7650
2025-12-01	9302.3100	45.3300
2025-12-02	9526.0700	223.7600
2025-12-03	9423.2000	-102.8700
2025-12-04	9549.5400	126.3400
2025-12-05	9436.1150	-113.4250
2025-12-08	9500.2800	64.1650
2025-12-09	9421.9900	-78.2900
2025-12-10	9430.9300	8.9400
2025-12-11	9472.8500	41.9200
2025-12-12	9539.6450	66.7950
2025-12-15	9595.3300	55.6850
2025-12-16	9578.0900	-17.2400
2025-12-17	9662.1150	84.0250
2025-12-18	9731.5100	69.3950
2025-12-19	9629.6100	-101.9000
2025-12-22	9659.1250	29.5150
2025-12-23	9740.4700	81.3450
2025-12-24	9759.5800	19.1100
2025-12-26	9789.3900	29.8100
2025-12-29	9730.2800	-59.1100
2025-12-30	9709.4400	-20.8400
2025-12-31	9675.3600	-34.0800
2026-01-02	9520.3350	-155.0250
2026-01-05	9724.2400	203.9050
2026-01-06	9857.2400	133.0000
2026-01-07	9979.6100	122.3700
2026-01-08	9876.5650	-103.0450
2026-01-09	9702.4450	-174.1200
2026-01-12	9734.3750	31.9300
2026-01-13	9618.7500	-115.6250
2026-01-14	9525.0250	-93.7250
2026-01-15	9604.0450	79.0200
2026-01-16	9498.6850	-105.3600
2026-01-20	9391.5250	-107.1600
2026-01-21	9154.7000	-236.8250
2026-01-22	9106.5300	-48.1700
2026-01-23	9181.8850	75.3550
2026-01-26	9217.7650	35.8800
2026-01-27	9241.3050	23.5400
2026-01-28	9232.6650	-8.6400
2026-01-29	9430.6850	198.0200
2026-01-30	9556.1850	125.5000
2026-02-02	9302.4850	-253.7000
2026-02-03	9351.4250	48.9400
2026-02-04	9767.6550	416.2300
2026-02-05	9632.6800	-134.9750
2026-02-06	10108.9700	476.2900
2026-02-09	10294.4850	185.5150
2026-02-10	10497.5850	203.1000
2026-02-11	10396.7250	-100.8600
2026-02-12	10250.8250	-145.9000
2026-02-13	10255.2850	4.4600
2026-02-17	10245.0300	-10.2550
2026-02-18	10154.1000	-90.9300
2026-02-19	10274.2400	120.1400
2026-02-20	10112.3450	-161.8950
2026-02-23	10138.6100	26.2650
2026-02-24	10307.4550	168.8450
2026-02-25	10292.5700	-14.8850
2026-02-26	10314.6450	22.0750
2026-02-27	9852.9450	-461.7000
2026-03-02	10125.2250	272.2800
2026-03-03	10217.8600	92.6350
2026-03-04	10392.0450	174.1850
2026-03-05	10481.4900	89.4450
2026-03-06	10469.6150	-11.8750
2026-03-09	10457.4650	-12.1500
2026-03-10	10436.2600	-21.2050
2026-03-11	10328.7550	-107.5050
2026-03-12	10274.7600	-53.9950
2026-03-13	10053.4050	-221.3550
2026-03-16	10132.3650	78.9600
2026-03-17	10096.8500	-35.5150
2026-03-18	10177.7400	80.8900
2026-03-19	10197.1900	19.4500
2026-03-20	10105.4350	-91.7550
2026-03-23	10055.4800	-49.9550
2026-03-24	10174.2850	118.8050
2026-03-25	10359.0700	184.7850
2026-03-26	10411.2100	52.1400
2026-03-27	10341.5100	-69.7000
2026-03-30	10338.2600	-3.2500
2026-03-31	10406.8800	68.6200
