# cum_return=0.230807	ann_return=0.291846	sharpe=1.777806	max_dd=0.077436	n_days=189	daily_mean=0.001158	daily_std=0.010341
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2025-09-11	11389.5150	-129.8500
2025-09-12	11284.1350	-105.3800
2025-09-15	11331.8350	47.7000
2025-09-16	11467.3000	135.4650
2025-09-17	11380.0350	-87.2650
2025-09-18	11880.6000	500.5650
2025-09-19	11863.7250	-16.8750
2025-09-22	11800.4850	-63.2400
2025-09-23	11725.3050	-75.1800
2025-09-24	11590.8750	-134.4300
2025-09-25	11304.4850	-286.3900
2025-09-26	11256.8550	-47.6300
2025-09-29	11351.3800	94.5250
2025-09-30	11484.5450	133.1650
2025-10-01	11398.3500	-86.1950
2025-10-02	11378.8650	-19.4850
2025-10-03	11407.5300	28.6650
2025-10-06	11621.8150	214.2850
2025-10-07	11603.4550	-18.3600
2025-10-08	11723.6250	120.1700
2025-10-09	11758.5450	34.9200
2025-10-10	11702.4450	-56.1000
2025-10-13	11718.2550	15.8100
2025-10-14	11683.7250	-34.5300
2025-10-15	11567.4950	-116.2300
2025-10-16	11622.4400	54.9450
2025-10-17	11571.6200	-50.8200
2025-10-20	11386.2000	-185.4200
2025-10-21	11383.0200	-3.1800
2025-10-22	11482.6200	99.6000
2025-10-23	11561.8400	79.2200
2025-10-24	11553.4500	-8.3900
2025-10-27	11513.0800	-40.3700
2025-10-28	11339.8000	-173.2800
2025-10-29	11409.4200	69.6200
2025-10-30	11316.0600	-93.3600
2025-10-31	11318.3900	2.3300
2025-11-03	11462.9800	144.5900
2025-11-04	11408.1800	-54.8000
2025-11-05	11568.4500	160.2700
2025-11-06	11470.4300	-98.0200
2025-11-07	11402.7800	-67.6500
2025-11-10	11546.0400	143.2600
2025-11-11	11501.4700	-44.5700
2025-11-12	11575.5000	74.0300
2025-11-13	11552.5900	-22.9100
2025-11-14	11670.7400	118.1500
2025-11-17	11774.8700	104.1300
2025-11-18	11707.4000	-67.4700
2025-11-19	11592.9000	-114.5000
2025-11-20	11544.4900	-48.4100
2025-11-21	11429.6500	-114.8400
2025-11-24	11497.6700	68.0200
2025-11-25	11514.9900	17.3200
2025-11-26	11549.5400	34.5500
2025-11-28	11362.3200	-187.2200
2025-12-01	11427.1900	64.8700
2025-12-02	11241.8300	-185.3600
2025-12-03	11216.8600	-24.9700
2025-12-04	11515.6700	298.8100
2025-12-05	11571.0700	55.4000
2025-12-08	11674.8200	103.7500
2025-12-09	11648.3100	-26.5100
2025-12-10	11758.2700	109.9600
2025-12-11	11829.7850	71.5150
2025-12-12	11827.5400	-2.2450
2025-12-15	11845.8500	18.3100
2025-12-16	11846.2900	0.4400
2025-12-17	11896.5300	50.2400
2025-12-18	11934.5800	38.0500
2025-12-19	11998.3100	63.7300
2025-12-22	12073.1500	74.8400
2025-12-23	12116.9300	43.7800
2025-12-24	12138.2600	21.3300
2025-12-26	12114.0800	-24.1800
2025-12-29	12077.4550	-36.6250
2025-12-30	12082.8250	5.3700
2025-12-31	12049.4950	-33.3300
2026-01-02	11953.8150	-95.6800
2026-01-05	12014.4450	60.6300
2026-01-06	12423.6050	409.1600
2026-01-07	12386.2350	-37.3700
2026-01-08	12474.3200	88.0850
2026-01-09	12176.3900	-297.9300
2026-01-12	12249.0300	72.6400
2026-01-13	12000.0800	-248.9500
2026-01-14	11931.3300	-68.7500
2026-01-15	12017.5200	86.1900
2026-01-16	12125.2300	107.7100
2026-01-20	11947.5800	-177.6500
2026-01-21	11716.4600	-231.1200
2026-01-22	11788.0700	71.6100
2026-01-23	12321.3500	533.2800
2026-01-26	12375.1700	53.8200
2026-01-27	12359.0650	-16.1050
2026-01-28	12225.0350	-134.0300
2026-01-29	12167.3250	-57.7100
2026-01-30	12097.8850	-69.4400
2026-02-02	11771.2950	-326.5900
2026-02-03	11692.4750	-78.8200
2026-02-04	11587.7100	-104.7650
2026-02-05	11508.3550	-79.3550
2026-02-06	11527.3900	19.0350
2026-02-09	11651.9400	124.5500
2026-02-10	11683.3750	31.4350
2026-02-11	11780.1950	96.8200
2026-02-12	11981.5300	201.3350
2026-02-13	12018.0700	36.5400
2026-02-17	11938.1200	-79.9500
2026-02-18	11965.1550	27.0350
2026-02-19	12132.0300	166.8750
2026-02-20	12224.9800	92.9500
2026-02-23	12136.6350	-88.3450
2026-02-24	12053.4200	-83.2150
2026-02-25	12043.4150	-10.0050
2026-02-26	12093.7300	50.3150
2026-02-27	12206.0550	112.3250
2026-03-02	12352.7600	146.7050
2026-03-03	12420.6450	67.8850
2026-03-04	12527.7050	107.0600
2026-03-05	12577.1050	49.4000
2026-03-06	12610.8950	33.7900
2026-03-09	12603.1600	-7.7350
2026-03-10	12549.5350	-53.6250
2026-03-11	12507.5050	-42.0300
2026-03-12	12679.8100	172.3050
2026-03-13	12649.0100	-30.8000
2026-03-16	12641.4300	-7.5800
2026-03-17	12732.0200	90.5900
2026-03-18	12693.1700	-38.8500
2026-03-19	12684.6000	-8.5700
2026-03-20	12718.7900	34.1900
2026-03-23	12655.7450	-63.0450
2026-03-24	12617.3650	-38.3800
2026-03-25	12509.2450	-108.1200
2026-03-26	12439.9700	-69.2750
2026-03-27	12340.8850	-99.0850
2026-03-30	12377.4350	36.5500
2026-03-31	12308.0700	-69.3650
