# cum_return=-0.089083	ann_return=-0.114587	sharpe=-0.792027	max_dd=0.170404	n_days=189	daily_mean=-0.000455	daily_std=0.009114
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2025-10-10	9122.3700	47.5300
2025-10-13	9081.7100	-40.6600
2025-10-14	9113.2200	31.5100
2025-10-15	9109.1500	-4.0700
2025-10-16	9138.3850	29.2350
2025-10-17	9179.5750	41.1900
2025-10-20	9209.1550	29.5800
2025-10-21	9211.8950	2.7400
2025-10-22	9216.9550	5.0600
2025-10-23	9189.2350	-27.7200
2025-10-24	9036.0450	-153.1900
2025-10-27	8974.3850	-61.6600
2025-10-28	8774.5650	-199.8200
2025-10-29	8385.3950	-389.1700
2025-10-30	8499.4050	114.0100
2025-10-31	8604.0850	104.6800
2025-11-03	8493.6250	-110.4600
2025-11-04	8582.5250	88.9000
2025-11-05	8595.9350	13.4100
2025-11-06	8697.7050	101.7700
2025-11-07	8661.6050	-36.1000
2025-11-10	8581.6650	-79.9400
2025-11-11	8658.8650	77.2000
2025-11-12	8798.0750	139.2100
2025-11-13	8822.0050	23.9300
2025-11-14	8826.4150	4.4100
2025-11-17	8831.1650	4.7500
2025-11-18	8906.1350	74.9700
2025-11-19	8944.8850	38.7500
2025-11-20	8989.7350	44.8500
2025-11-21	9043.3250	53.5900
2025-11-24	9017.2250	-26.1000
2025-11-25	9100.1050	82.8800
2025-11-26	9107.4750	7.3700
2025-11-28	9141.6950	34.2200
2025-12-01	9155.9550	14.2600
2025-12-02	9190.0650	34.1100
2025-12-03	9223.5050	33.4400
2025-12-04	9165.8250	-57.6800
2025-12-05	9120.0250	-45.8000
2025-12-08	9024.6050	-95.4200
2025-12-09	8943.4050	-81.2000
2025-12-10	8951.8850	8.4800
2025-12-11	8996.8550	44.9700
2025-12-12	9125.1400	128.2850
2025-12-15	9146.1800	21.0400
2025-12-16	9212.2000	66.0200
2025-12-17	9301.6400	89.4400
2025-12-18	9245.0700	-56.5700
2025-12-19	9103.8900	-141.1800
2025-12-22	9224.9400	121.0500
2025-12-23	9156.3800	-68.5600
2025-12-24	9114.1600	-42.2200
2025-12-26	9075.7200	-38.4400
2025-12-29	9057.5400	-18.1800
2025-12-30	9099.8500	42.3100
2025-12-31	9089.2300	-10.6200
2026-01-02	8975.8800	-113.3500
2026-01-05	8939.9200	-35.9600
2026-01-06	9070.3500	130.4300
2026-01-07	9000.3200	-70.0300
2026-01-08	9091.5500	91.2300
2026-01-09	9002.5900	-88.9600
2026-01-12	8906.2100	-96.3800
2026-01-13	8907.0300	0.8200
2026-01-14	8870.2800	-36.7500
2026-01-15	8886.8600	16.5800
2026-01-16	8977.0200	90.1600
2026-01-20	8982.4000	5.3800
2026-01-21	8959.9400	-22.4600
2026-01-22	8832.2700	-127.6700
2026-01-23	8939.9450	107.6750
2026-01-26	8944.2850	4.3400
2026-01-27	8901.5350	-42.7500
2026-01-28	8840.3450	-61.1900
2026-01-29	8804.8550	-35.4900
2026-01-30	8938.8850	134.0300
2026-02-02	8863.5950	-75.2900
2026-02-03	8855.1350	-8.4600
2026-02-04	9065.7150	210.5800
2026-02-05	9077.3250	11.6100
2026-02-06	8902.2050	-175.1200
2026-02-09	8847.6050	-54.6000
2026-02-10	8835.6450	-11.9600
2026-02-11	8687.0950	-148.5500
2026-02-12	8899.2900	212.1950
2026-02-13	8913.7900	14.5000
2026-02-17	8940.9500	27.1600
2026-02-18	9107.3750	166.4250
2026-02-19	9179.6500	72.2750
2026-02-20	9199.8550	20.2050
2026-02-23	9271.4700	71.6150
2026-02-24	9269.0550	-2.4150
2026-02-25	9261.6600	-7.3950
2026-02-26	9340.8700	79.2100
2026-02-27	9427.1800	86.3100
2026-03-02	9392.2800	-34.9000
2026-03-03	9399.6700	7.3900
2026-03-04	9173.8300	-225.8400
2026-03-05	9091.6950	-82.1350
2026-03-06	9145.0000	53.3050
2026-03-09	9058.4850	-86.5150
2026-03-10	8953.0900	-105.3950
2026-03-11	8877.6650	-75.4250
2026-03-12	8943.4950	65.8300
2026-03-13	8945.5950	2.1000
2026-03-16	8922.1850	-23.4100
2026-03-17	9000.0500	77.8650
2026-03-18	8968.6200	-31.4300
2026-03-19	8855.6400	-112.9800
2026-03-20	8924.8800	69.2400
2026-03-23	8917.8400	-7.0400
2026-03-24	8973.9000	56.0600
2026-03-25	8962.6400	-11.2600
2026-03-26	9076.9400	114.3000
2026-03-27	9006.9150	-70.0250
2026-03-30	9118.8550	111.9400
2026-03-31	9109.1700	-9.6850
