# cum_return=-0.118997	ann_return=-1.663360	sharpe=-10.773247	max_dd=0.119093	n_days=20	daily_mean=-0.006601	daily_std=0.009726
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2026-04-01	10000.0000	0.0000
2026-04-02	9959.5000	-40.5000
2026-04-06	10001.0950	41.5950
2026-04-07	9734.7900	-266.3050
2026-04-08	9699.1300	-35.6600
2026-04-09	9718.3650	19.2350
2026-04-10	9583.1050	-135.2600
2026-04-13	9495.7150	-87.3900
2026-04-14	9340.5350	-155.1800
2026-04-15	9313.2550	-27.2800
2026-04-16	9312.8750	-0.3800
2026-04-17	9346.5000	33.6250
2026-04-20	9378.0100	31.5100
2026-04-21	9143.0150	-234.9950
2026-04-22	9179.4700	36.4550
2026-04-23	9197.9700	18.5000
2026-04-24	9063.4300	-134.5400
2026-04-27	8927.2350	-136.1950
2026-04-28	8896.1450	-31.0900
2026-04-29	8810.0300	-86.1150
