name	start	end	trades	win_rate	total_bps	sharpe	hypothesis
baseline_2026	2026-01-02	2026-04-09	38	73.7	3399	0.30	Baseline: lab top-100 candidates through Rust picker (lab pipeline, top_k=40) on Jan-Apr 2026 should reproduce +$3,399 / 73.7% win.
