# cum_return=-0.024814	ann_return=0.001875	sharpe=0.007071	max_dd=0.267206	n_days=189	daily_mean=0.000007	daily_std=0.016708
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2026-02-05	8931.5700	-255.0350
2026-02-06	8725.6650	-205.9050
2026-02-09	8743.6550	17.9900
2026-02-10	8958.6550	215.0000
2026-02-11	8929.0400	-29.6150
2026-02-12	8951.6750	22.6350
2026-02-13	8913.0600	-38.6150
2026-02-17	9039.1100	126.0500
2026-02-18	9302.0000	262.8900
2026-02-19	9395.8700	93.8700
2026-02-20	9374.7850	-21.0850
2026-02-23	9624.8950	250.1100
2026-02-24	9618.3150	-6.5800
2026-02-25	9593.8000	-24.5150
2026-02-26	9719.3800	125.5800
2026-02-27	9731.2450	11.8650
2026-03-02	9763.2000	31.9550
2026-03-03	9799.5500	36.3500
2026-03-04	9712.3400	-87.2100
2026-03-05	9828.3550	116.0150
2026-03-06	9819.8400	-8.5150
2026-03-09	9761.2150	-58.6250
2026-03-10	10016.0550	254.8400
2026-03-11	9882.3250	-133.7300
2026-03-12	9884.4500	2.1250
2026-03-13	9842.2200	-42.2300
2026-03-16	9864.7500	22.5300
2026-03-17	9918.3550	53.6050
2026-03-18	9962.7050	44.3500
2026-03-19	9826.1400	-136.5650
2026-03-20	9789.9500	-36.1900
2026-03-23	9693.6200	-96.3300
2026-03-24	9683.5100	-10.1100
2026-03-25	9689.2350	5.7250
2026-03-26	9792.3250	103.0900
2026-03-27	9673.9300	-118.3950
2026-03-30	9808.8650	134.9350
2026-03-31	9751.8600	-57.0050
