# cum_return=0.104516	ann_return=0.156988	sharpe=0.717350	max_dd=0.127551	n_days=189	daily_mean=0.000623	daily_std=0.013786
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2026-03-16	11512.6600	54.0200
2026-03-17	11571.7650	59.1050
2026-03-18	11516.0600	-55.7050
2026-03-19	11423.0850	-92.9750
2026-03-20	11445.5250	22.4400
2026-03-23	11368.6100	-76.9150
2026-03-24	11368.4400	-0.1700
2026-03-25	11195.4550	-172.9850
2026-03-26	11071.1650	-124.2900
2026-03-27	11025.8150	-45.3500
2026-03-30	11150.1950	124.3800
2026-03-31	11045.1650	-105.0300
